Sl,Review date,Review URL,Author name,Auther_Len,Author URL,Local Guide,Author reviews,Star rating,Rating Diff,Review content,Review image
27,15-10-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZMlBYZTd3RRAB!2m1!1s0x0,Harsh Devani,12,https://www.google.com/maps/contrib/111096070870157131553/reviews,FALSE,4,5,0,"While Gada Electronics didn't have the latest desktop I was looking for, Jethalal and Nattu kaka's excellent recommendation led me to Lokesh Bhai's shop. I'm so glad they did! Not only did I find exactly what I needed, but knowing that Jethalal and Nattu kaka trust Lokesh Bhai speaks volumes about his credibility and the quality of his products, especially considering the issue of duplicate parts elsewhere. The strong business connections and customer support I received deserve a full 5-star rating!",
28,15-09-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZcUk2M013EAE!2m1!1s0x0,Nikhil Bhilare,14,https://www.google.com/maps/contrib/116687552249844328983/reviews,TRUE,64,5,0,"Step into Gada Electronics and you're instantly in the middle of Jethalal's latest crisis. Bagha has a “brilliant idea,” Natu Kaka is still waiting for his retirement, and Magan... well, he’s somewhere in the background doing everything silently.You won’t just buy electronics here—you'll witness emotional breakdowns, surprise visits from Bapuji, and maybe even Popatlal searching for a bride in between billing counters.No warranty on the gadgets, but 100% guarantee of entertainment!",
29,15-06-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNhazhQbkVnEAE!2m1!1s0x0,Kiran Bhagyavant,16,https://www.google.com/maps/contrib/102987527800530127903/reviews,TRUE,59,5,0,"I was lucky to purchase a set top box remote worth 150/- rupees, as on that day they were giving free Pani-Puri 😋 (unlimited) over the purchase of 100/-rupees. But the place of Gupta Pani-Puri wala was crowded he was constantly speaking with his wife over phone, I had to wait for more than couple of hours for my turn. 😐 Well the remote stopped working after 2 days of use but Due to Gada electronics best service, Bagha came to my house to repair the remote for free.🌟🌟🌟🌟🌟",
30,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xrdFdVaHZUbGhYZW1SUlZESnBlbWRqYUhCRGFIYxAB!2m1!1s0x0,Dhrubo Panika,13,https://www.google.com/maps/contrib/107145556595105267796/reviews,TRUE,17,5,0,"I had the opportunity to visit Gada Electronics and I must say the owner Jethalal is really great. He offered me Faluda once I entered the showroom.Also i purchased Ramsung 45 inch TV and it was delivered in the same day to my home. In addition to that, Installation was done by the person name Bagheshwar (Bagha) and I must say the installation process was really smooth and hassle free. Thankyou Gada Electronics, Hoping to purchase more electronic items from your shop in near future. 😊",
31,15-01-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZLXNDY2p3RRAB!2m1!1s0x0,Rohan Vedpathak,15,https://www.google.com/maps/contrib/101162488412584787594/reviews,TRUE,24,5,0,"I had an exceptional experience at Gada Electronics! Jethalal went above and beyond to offer me the best deal. Nattu Kaka and Bagha were incredibly helpful, taking the time to walk me through the product features. The team provided attractive discounts, and Magan ensured everything was packed with care. The service was top-notch, and the staff's professionalism and politeness shone through. I highly recommend Gada Electronics for top-quality electronics and outstanding customer service!",
32,15-03-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUREaVlDbHpRRRAB!2m1!1s0x0,Priyanshu Jain,14,https://www.google.com/maps/contrib/103857942567856002197/reviews,FALSE,1,4,1,Visited here to bought 75 inch Tony Smart TV.. The owner jethalal was very generous man inspite of having turnover of over 1 crores.. His manager Natwarlal Prabhashankar Undhaiwala was also a good man.. He offered me 2 schemes either to take 1 kg onion or to take product for free & money will be collected from my grandson.. I selected option 2..They will also serve you rabdi falooda or Rajwadi chai there for free whether you make any purchase or not.. Choose rabdi falooda..!,
33,15-03-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VLLUFtdjdmdWY2VVB3EAE!2m1!1s0x0,Krishna Parmar,14,https://www.google.com/maps/contrib/115806369666510664220/reviews,FALSE,5,5,0,I visited today this shop bagha n Jethalal was there and treat customers well but missing nattu kaka badly nattu kaka is real charm of shop but replacement of nattu kaka was not going well please dismissal that person else part is very good I purchased Tony tv 60 inch product is 5 STAR and post purchase service was also 5 STAR Magan also helpful person and guide customer how to operate electronics but new comer o employee must be dismissal owner must be notice this point,
34,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tWeFdtTTRPRmxYYVdwQlNWUTJVaTFNWmt3MFNIYxAB!2m1!1s0x0,Saieesh Kokam,13,https://www.google.com/maps/contrib/116083222831977151240/reviews,FALSE,2,5,0,"Gada Electronics is the most trusted shop in the entire area! Whether it’s a mobile phone, TV, or any gadget – you’ll always get the best service here. The owner, Jethalal Champaklal Gada, is not only a smart businessman but also a good-hearted person. He genuinely cares about his customers and always tries to help them – even if it leads to some comedy situations! 😄His team, including Nattu Kaka and Bagha, is also very hardworking and entertaining",
35,15-01-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZcWJueEtnEAE!2m1!1s0x0,Sangeeta Kumari,15,https://www.google.com/maps/contrib/104422641867950044442/reviews,FALSE,1,5,0,"One of the best electronics shop with a good range of items such as Tony TV, Le Cum Daam, Red Cherry phones, etc.The owner Mr. Jethalal is very friendly and gives good deals. Natu Kaka, the store Manager explains product features in any language - be it Hindi, Gujarati or English.You might be lucky if you go there and get offers, such as free garba dance class during Navratri, free paint with any product, free 1 kg onion with any product, etc.",
36,15-04-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURSN0xyenNRRRAB!2m1!1s0x0,Rohan Monde,11,https://www.google.com/maps/contrib/108484359577032554510/reviews,TRUE,56,5,0,"One of the best electronics shop with a good range of items such as Tony TV, Le Cum Daam, Red Cherry phones, etc.The owner Mr. Jethalal is very friendly and gives good deals. Natu Kaka, the store Manager explains product features in any language - be it Hindi, Gujarati or English.You might be lucky if you go there and get offers, such as free garba dance class during Navratri, free paint with any product, free 1 kg onion with any product, etc.",
37,15-10-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURheXFiODJnRRAB!2m1!1s0x0,Sharat Kumar,12,https://www.google.com/maps/contrib/111664560574364466204/reviews,TRUE,62,5,0,I was lucky enough to meet their new sale's girl (Babita) is is very kind and humble that she gave an free Remote battery cells at the purchase of the remote.And their manager mr.natwarlal prashankar undhaywada is a very gentle man that he returned extra money that I gave him mistakenly.  Nice service keep it up. 💜✌️.Mr Jethalal Champak Lal gada you should increase his salary for his loyalty 💯.Do visit gada electronic for shopping.,
38,15-11-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNHb0xmSFlnEAE!2m1!1s0x0,Akshat Sinha 10 Sakha 5,23,https://www.google.com/maps/contrib/115253996463600813577/reviews,FALSE,2,4,1,Shop is good and the service  of staff over there was excellent one staff named Bageshwar  gave me fafda jalebi bcz I gave him order of 40 TV  and he was talking with bavri.when I asked  nattukakathat I will not payment now I will pay u later he said yes and he delivered 40 PC's of TV to me on a same day now I m not going to pay him 😂 edit -  Jethalal is forcing me to pay fast :( he said I have to pay fees of tapu and pay maintenance too,
39,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tSdlZ5MTFURk5SUTFwWE4zWlBOMkl6VFRKTFJuYxAB!2m1!1s0x0,Pratyaksh,9,https://www.google.com/maps/contrib/117363963752068814777/reviews,FALSE,1,5,0,Was a really good experience I once purchased a mobile from ramsung and also a washing machine from the same brand but the main reason was that a women named Bavri told me that they had really good service when I was about to go to some other store but I think the owner was definitely flirting with someone on the phone the Tony tv leds were good tooThey also gave me chino milkshake and chaiShould come here if you want good service.,
40,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQyNk5TN1ZREAE!2m1!1s0x0,Himanshu Gupta,14,https://www.google.com/maps/contrib/106241155995579941831/reviews,TRUE,24,5,0,"I had wonderful time interacting with Jetha Lal, Nattu Kaka and Mr. Bageshwar.They are very sweet people and since I visited during Navratri, I was offered special discount of 69% along with a Garba, which I later gifted to Dayaben.Must visit if you are in Mumbai. You can buy electronics item with good discount. Nattu Kaka is a little slow but it's fun to see Jetha lal and Nattu Kaka talk.I wish Babitaji was there too 🤫",
41,15-01-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURHaDhyUS1RRRAB!2m1!1s0x0,Madhav Bhushan,14,https://www.google.com/maps/contrib/117712591029889604810/reviews,FALSE,1,5,0,"Perfect place to visit if finding some new electronic devices . Owner Jethalal ji is a sweet nature guy. He offered us jalebi and fafda which we ate together with Mango Faluda  . Although he dont know much English but his worker Mr. Bagha ji helps him to translate.But a bad thing Bagha didn't listened much to me, whole time he was busy on phone with someone named Bawri ji. Baaki owner or dukaan ek dum ""saras che "".",
42,15-11-2020,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURLdWNQd0dREAE!2m1!1s0x0,Mama Mia,8,https://www.google.com/maps/contrib/115011622469072582709/reviews,FALSE,2,5,0,"Best electronics shop in the city. I went to buy Tony TV and got 5G installed on my 4g mobile as a token gift, all thanks to lanky Bagha Bhai. The english gentlemen Nattu KaKa' explained the after sales services and took care of my billing. The owner on the other hand with his painter's brush moustache wanted to learn Bengali from me to impress his wife it seems, felt weird but overall nice experience.",
43,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21KU1pYZG5PV28zZUhWV2J6RlBhak5SZEY5VWRIYxAB!2m1!1s0x0,Mithil Patel,12,https://www.google.com/maps/contrib/113135364795504803083/reviews,FALSE,4,5,0,"Very much satisfied with the services.I went there to buy 200 LCD for the inauguration of my new Hotel in Pune.The owner given me the best discounts , staff is so much respectful.The owner Jethalal himself is very humble and kind man offered me Faluda with icecream.Even after they took me to Padmavati Bhojnalay for lunch where I had best basundi and kachori of my life ❤️.Everyone must visit.",
44,15-01-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURLN2NLaUhBEAE!2m1!1s0x0,Abhishek Raval,14,https://www.google.com/maps/contrib/102732041551619310023/reviews,TRUE,22,5,0,"When I went there for a 100 rupees recharge, they offered me unlimited pani puri. Pani puris were out of the world and the pani puri wale bhaiya was very sweet and hygienic too. Later on I found out that pani puri wale bhaiya himself was the owner of Gada electronics and starter serving pani puris to customers as the original bhaiya went for some home emergency. Hats off to Mr. Jethalal Gada.",
45,15-03-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURtM3NfZ2FnEAE!2m1!1s0x0,Arpit Shukla,12,https://www.google.com/maps/contrib/113789953609430423585/reviews,FALSE,1,5,0,"Once I went gada electronics to buy a mobile phone xyz 007 then I saw Mr. Jethalal champak lal gada was doing a deal with a Chinese man "" Funsuk kumar "" And was buying ""Automatic roti maker"" But jethalal's wife refused to take this deal and Mr. Jethalal faced a huge loss and mrs. Daya tapu ke papa gada took ""maun wrat"" I was very glad to hear ""bhartiya naari "" Motivation from dayaben",
46,15-12-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZOHZXbVZnEAE!2m1!1s0x0,Raj Shah,8,https://www.google.com/maps/contrib/116731300306057235663/reviews,TRUE,81,4,1,"Went in for a top up recharge. The owner was really smart and convinced me into buying a smartphone. While he was explaining the features all of sudden he gave that task to his shrimp shaped employee and focused his entire attention to this Bengoli lady. Treated her like a princess and there i was, unboxing new smartphone which i didn’t need. And also gave my kesar falooda to her.",
47,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xneU4wcG9SMnczTlV0d2FVTXlkRTFCT0hCd1lsRRAB!2m1!1s0x0,Mangal,6,https://www.google.com/maps/contrib/109233178987821657060/reviews,FALSE,7,5,0,"Just bought Tony TV, Ramsung Fridge and Red cherry 8400 phone from them.Got the best deal from entire market and they later took me to padmavathi bhojnalay for lunch as a sweet gesture.Loved the buying experience because of Mr Bagheswar. He explained every product with complete details.And Mr. Jethalal gave a very good price for all the products.Will definitely recommend this place.",
48,15-04-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VPTGRxcl9uN3UzdlNREAE!2m1!1s0x0,Atul Raj,8,https://www.google.com/maps/contrib/107791743141401702293/reviews,TRUE,60,5,0,"I recently went to gada electronics for 55inch tony tv, I found so many options there, nattu kaka helped me choose the best tv and the owner Mr jethalal gave me extra discount. I definitely recommend this shop to buy all your electronics items. They also have good schemes time to time, like I got 1 kg of alphanso mango free with my tv. They delivered Tv to my address within 2 hrs.",https://lh3.googleusercontent.com/grass-cs/ANxoTn1N18yNcuP4DilfFFwb1E0VoVQm605Pr3Pza1QpKd9IX1XTENOmuHDViTWZNcS_BqUJLedwTnpx5miyLadvWWX19efX7semnM-YlhdL7NL166YMLQuVcmHmSQG61LkAWckcwWg=s188-p-k-rw
